date,loan.total,loan.kospi,loan.kosdaq,lend.total,lend.kospi,lend.kosdaq,lottery,equity.backed.loan
2016-04-29,7170947,3277177,3893769,29766,22728,7039,0,12018142
2016-04-28,7199375,3287830,3911545,30426,23690,6736,0,11990946
2016-04-27,7169068,3271708,3897360,31713,24352,7360,0,11944316
2016-04-26,7143330,3263510,3879821,32275,24745,7530,0,11890700
2016-04-25,7105175,3241098,3864077,32010,24720,7290,0,11742807
2016-04-22,7096317,3239761,3856556,31994,24470,7524,0,11740979
2016-04-21,7077886,3232742,3845144,30731,23862,6868,0,11742021
2016-04-20,7051292,3229795,3821497,30432,23786,6646,0,11730437
2016-04-19,7041032,3225992,3815040,31112,24342,6771,0,11725858
2016-04-18,7036575,3228159,3808417,32352,25247,7106,0,11717425
2016-04-15,7091184,3271319,3819865,31148,23098,8051,0,11733269
2016-04-14,7103347,3284893,3818454,30851,22992,7860,0,11749015
2016-04-12,7099449,3287969,3811480,31631,23245,8387,0,11658861
2016-04-11,7071851,3273155,3798696,32283,23594,8689,0,11677510
2016-04-08,7051038,3268279,3782759,32081,23179,8902,0,11761507
2016-04-07,6985199,3224795,3760404,31510,22532,8978,0,11753978
2016-04-06,6950870,3205267,3745603,32329,23229,9100,0,11716529
2016-04-05,6908287,3184307,3723980,31083,22547,8536,0,11712856
2016-04-04,6878443,3154949,3723494,32603,23375,9227,0,11668049
2016-04-01,6860838,3143334,3717504,33300,23864,9436,0,11689771
2016-03-31,6841321,3129925,3711397,31847,22816,9032,0,11728792
2016-03-30,6825931,3129441,3696490,31054,22686,8368,0,11654328
2016-03-29,6829212,3132557,3696656,32097,23371,8726,0,11636062
2016-03-28,6810884,3125252,3685632,32328,23439,8889,0,11620344
2016-03-25,6807542,3122605,3684937,32678,23539,9139,0,11616330
2016-03-24,6801187,3129360,3671826,33551,24102,9448,0,11579263
2016-03-23,6793730,3134793,3658938,32588,23206,9382,0,11652361
2016-03-22,6754307,3118645,3635662,32003,22865,9138,0,11608534
2016-03-21,6732082,3103697,3628385,31985,23000,8986,0,11561871
2016-03-18,6738415,3122173,3616242,30232,21575,8657,0,11557994
2016-03-17,6697473,3101286,3596187,30269,21680,8589,0,11554714
2016-03-16,6701580,3101505,3600076,29888,21509,8379,0,11479645
2016-03-15,6669868,3078776,3591092,30662,21882,8780,0,11467500
2016-03-14,6628972,3057331,3571641,31195,22408,8787,0,11451170
2016-03-11,6604263,3036693,3567570,29711,20940,8771,0,11410608
2016-03-10,6568786,3018657,3550129,29601,21026,8575,0,11425737
2016-03-09,6529670,2997727,3531943,30444,21622,8823,0,11369192
2016-03-08,6480028,2983922,3496107,30780,22054,8726,0,11365518
2016-03-07,6434052,2948996,3485056,30726,21849,8877,0,11355478
2016-03-04,6399797,2948773,3451024,32346,21827,10519,0,11380182
2016-03-03,6379510,2943507,3436003,31341,20493,10848,0,11405073
2016-03-02,6394351,2951777,3442575,31785,21358,10427,0,11356860
2016-02-29,6384527,2942685,3441841,32216,21704,10512,0,11247005
2016-02-26,6369688,2933754,3435934,31752,21181,10572,0,11189597
2016-02-25,6346379,2915887,3430493,29883,20513,9371,0,11231922
2016-02-24,6334999,2919330,3415668,29868,20147,9721,0,11225446
2016-02-23,6296054,2902929,3393125,30645,20586,10059,0,11151807
2016-02-22,6282059,2905050,3377010,29669,19905,9764,0,11213097
2016-02-19,6273953,2922266,3351687,27141,18606,8535,0,11207301
2016-02-18,6307922,2931691,3376232,24341,17154,7188,0,11177583
2016-02-17,6314672,2937830,3376841,22451,15567,6884,0,11215929
2016-02-16,6373370,2961811,3411559,20277,13937,6340,0,11289600
2016-02-15,6593066,3060446,3532621,24830,16655,8175,0,11349593
2016-02-12,6688828,3102779,3586049,28028,19143,8886,0,11291921
2016-02-11,6734084,3139200,3594884,29042,19329,9713,0,11266434
2016-02-05,6769899,3168055,3601844,28768,19626,9142,0,11243573
2016-02-04,6755745,3156357,3599388,30213,20556,9657,0,11212989
2016-02-03,6731004,3141546,3589458,30620,20819,9800,0,11235013
2016-02-02,6738209,3165750,3572459,28434,19394,9040,0,11242535
2016-02-01,6701204,3134644,3566560,28256,18725,9531,0,11191735
2016-01-29,6678755,3123309,3555446,27222,18531,8691,0,11172405
2016-01-28,6711030,3161118,3549911,26137,17978,8159,0,11302718
2016-01-27,6672139,3132946,3539193,27298,18850,8448,0,11277332
2016-01-26,6679377,3152087,3527290,25180,17163,8017,0,11091340
2016-01-25,6680761,3172776,3507985,24498,16485,8013,0,11119888
2016-01-22,6704321,3180781,3523540,22354,14946,7408,0,11110419
2016-01-21,6745734,3181003,3564731,22787,15384,7403,0,11097349
2016-01-20,6684846,3143114,3541731,23101,15366,7735,0,11196566
2016-01-19,6677601,3136709,3540892,22812,16007,6806,0,11174401
2016-01-18,6689757,3148953,3540804,22658,15816,6842,0,11114671
2016-01-15,6664697,3133048,3531649,24178,17700,6478,0,11086266
2016-01-14,6646241,3136605,3509636,22515,15693,6822,0,11167080
2016-01-13,6646085,3137159,3508926,22835,16633,6202,0,11117297
2016-01-12,6623406,3119184,3504222,22835,16655,6181,0,11118932
2016-01-11,6593048,3108658,3484390,22367,15658,6709,0,11070661
2016-01-08,6605306,3107986,3497320,23430,16177,7253,0,11049272
2016-01-07,6558205,3082786,3475419,21362,14547,6816,0,11022721
2016-01-06,6540008,3073628,3466380,21117,14379,6738,0,11049040
2016-01-05,6549613,3066359,3483255,19509,13524,5985,0,11015958
2016-01-04,6535156,3060848,3474308,19257,13407,5850,0,11000072
2015-12-31,6523716,3034006,3489710,17215,12126,5089,0,10955707
2015-12-30,6526846,3035620,3491226,17215,12126,5089,0,10950795
2015-12-29,6535556,3046039,3489518,20597,15005,5592,0,11082500
2015-12-28,6553622,3068104,3485518,21900,16043,5857,0,11075231
2015-12-24,6592565,3107627,3484938,22887,16411,6476,0,11062490
2015-12-23,6586190,3120495,3465695,21877,15546,6331,0,11047279
2015-12-22,6547984,3109369,3438615,21354,15198,6156,0,11174186
2015-12-21,6520135,3094035,3426100,22328,16009,6318,0,11029930
2015-12-18,6538618,3105512,3433106,20519,14832,5686,0,11176638
2015-12-17,6542353,3115267,3427086,18409,12876,5533,0,11091873
2015-12-16,6568137,3121023,3447114,18513,13309,5204,0,11125796
2015-12-15,6664598,3172455,3492143,19465,14515,4949,0,11145872
2015-12-14,6681634,3175326,3506308,19345,14507,4838,0,11121183
2015-12-11,6727405,3197418,3529987,19961,15145,4817,0,11069312
2015-12-10,6755463,3209491,3545972,19158,14393,4765,0,11082720
2015-12-09,6811737,3233359,3578378,21358,15546,5812,0,11096274
2015-12-08,6815455,3236038,3579417,21518,15443,6075,0,11061523
2015-12-07,6806069,3222969,3583100,22605,16725,5880,0,11044520
2015-12-04,6779339,3200130,3579209,23583,17910,5673,0,11024694
2015-12-03,6752609,3187457,3565152,23938,18638,5300,0,11044615
2015-12-02,6762733,3207170,3555564,22296,17329,4966,0,11049433
2015-12-01,6753851,3190811,3563039,23779,18695,5084,0,11055952
2015-11-30,6765377,3206638,3558740,25436,20201,5235,0,11042021
2015-11-27,6748099,3204276,3543823,24234,19279,4955,0,10988372
2015-11-26,6723915,3190401,3533514,25136,20457,4678,0,10962944
2015-11-25,6723619,3189990,3533629,25570,20382,5187,0,10940045
2015-11-24,6707428,3178542,3528885,23036,18137,4899,0,10947687
2015-11-23,6694395,3177055,3517340,22726,18226,4500,0,10927437
2015-11-20,6683325,3180146,3503179,22040,17457,4583,0,11020455
2015-11-19,6675694,3174308,3501386,21556,17011,4545,0,11027062
2015-11-18,6665157,3163263,3501894,21055,16762,4292,0,11032501
2015-11-17,6716407,3192246,3524161,21206,16911,4295,0,11039282
2015-11-16,6707659,3186614,3521046,21215,16745,4470,0,11014077
2015-11-13,6685136,3169647,3515489,21056,17333,3723,0,11019425
2015-11-12,6689917,3165235,3524682,20092,17117,2975,0,11042023
2015-11-11,6783103,3205788,3577316,21639,18104,3534,0,11067446
2015-11-10,6839407,3227699,3611708,24074,20152,3922,0,11085614
2015-11-09,6803798,3214589,3589209,25083,20730,4353,0,11040136
2015-11-06,6771192,3199432,3571760,25832,21911,3921,0,11213737
2015-11-05,6782605,3215526,3567079,24897,20740,4157,0,11212577
2015-11-04,6792144,3231749,3560395,24508,20370,4138,0,11085320
2015-11-03,6807208,3251740,3555468,23065,19011,4055,0,11054595
2015-11-02,6832435,3269264,3563171,24625,20363,4263,0,11002337
2015-10-30,6814725,3252293,3562432,25078,20752,4326,0,11308018
2015-10-29,6785693,3233397,3552295,25906,21590,4316,0,11190067
2015-10-28,6751281,3208185,3543096,26404,21509,4896,0,11183206
2015-10-27,6764929,3220589,3544340,25838,21417,4420,0,11155564
2015-10-26,6780455,3240794,3539661,23929,19565,4364,0,11057316
2015-10-23,6772072,3219970,3552102,24994,20370,4624,0,11020447
2015-10-22,6734464,3194916,3539548,24808,20059,4749,0,10916171
2015-10-21,6711594,3180747,3530847,23943,19443,4500,0,10880133
2015-10-20,6695491,3181711,3513780,23516,19172,4344,0,10839406
2015-10-19,6677551,3178603,3498948,22797,18798,3999,0,10780322
2015-10-16,6667856,3182214,3485642,21933,17857,4077,0,10820292
2015-10-15,6660839,3170275,3490563,20958,17016,3942,0,10741628
2015-10-14,6655631,3168687,3486944,21552,17660,3892,0,10679630
2015-10-13,6675978,3183141,3492837,22401,18321,4080,0,10699951
2015-10-12,6700368,3202697,3497671,21001,16836,4165,0,10720201
2015-10-08,6705370,3210502,3494868,22339,17683,4656,0,10695975
2015-10-07,6704697,3214754,3489943,21647,16832,4815,0,10649781
2015-10-06,6695689,3203154,3492534,21805,16057,5748,0,10622749
2015-10-05,6661598,3184935,3476663,21352,15806,5545,0,10607067
2015-10-02,6665709,3199483,3466226,20049,14705,5344,0,10603142
2015-10-01,6651738,3201513,3450225,19263,13858,5405,0,10601434
2015-09-30,6643241,3199756,3443485,19046,13827,5219,0,10612254
2015-09-25,6639107,3187869,3451239,19230,14259,4971,0,10569054
2015-09-24,6612596,3167427,3445169,20141,14968,5173,0,10575965
2015-09-23,6578391,3174686,3403705,20711,14970,5741,0,10569732
2015-09-22,6523798,3141525,3382272,22464,17158,5307,0,10499666
2015-09-21,6504189,3154268,3349921,22156,17360,4796,0,10531059
2015-09-18,6502993,3171148,3331845,22206,17368,4838,0,10515298
2015-09-17,6503631,3200183,3303448,20271,15354,4918,0,10709199
2015-09-16,6489633,3198658,3290975,20322,15742,4580,0,10682013
2015-09-15,6475179,3191895,3283284,21077,15965,5112,0,10523647
2015-09-14,6418902,3157150,3261752,21799,16801,4998,0,10572240
2015-09-11,6425265,3179796,3245469,19957,15176,4781,0,10539681
2015-09-10,6439173,3196003,3243170,18881,14234,4646,0,10563448
2015-09-09,6469962,3208476,3261486,18792,13967,4824,0,10722702
2015-09-08,6505890,3220606,3285284,19430,14411,5019,0,10746355
2015-09-07,6570316,3247275,3323041,20683,14982,5701,0,10558876
2015-09-04,6550414,3226539,3323875,20739,15406,5332,0,10554129
2015-09-03,6511759,3212602,3299157,21060,15431,5629,0,10541779
2015-09-02,6479974,3179144,3300830,22907,16757,6150,0,10517790
2015-09-01,6475019,3192202,3282817,23396,17487,5910,0,10501547
2015-08-31,6436112,3172594,3263518,22167,16253,5915,0,10510184
2015-08-28,6415428,3155930,3259497,20904,15315,5590,0,10503056
2015-08-27,6424876,3172724,3252152,18975,14023,4953,0,10491167
2015-08-26,6431984,3137569,3294415,16444,11721,4723,0,10551837
2015-08-25,6620612,3206183,3414429,17424,13298,4127,0,10662897
2015-08-24,7031860,3402590,3629270,18253,13906,4347,0,10915614
2015-08-21,7182876,3456842,3726034,17299,13430,3870,0,10999160
2015-08-20,7362971,3550335,3812636,18962,14389,4572,0,11084691
2015-08-19,7473049,3604070,3868979,20501,15386,5115,0,11133915
2015-08-18,7492735,3609316,3883420,19808,15035,4773,0,11087148
2015-08-17,7495293,3612996,3882297,17755,12966,4789,0,11161124
2015-08-13,7629480,3672216,3957265,20692,14337,6355,0,11185350
2015-08-12,7677804,3703761,3974043,20731,14493,6238,0,11233427
2015-08-11,7648863,3691660,3957203,21469,15280,6189,0,11209083
2015-08-10,7620580,3685166,3935414,22719,16037,6682,0,11199449
2015-08-07,7571584,3661659,3909925,22512,15827,6685,0,11125978
2015-08-06,7522451,3646518,3875933,21173,14822,6351,0,11172898
2015-08-05,7535553,3652320,3883233,18813,12919,5895,0,11106607
2015-08-04,7564388,3669012,3895376,20092,14020,6072,0,11080172
2015-08-03,7653005,3724434,3928571,19523,13754,5769,0,11160237
2015-07-31,7807354,3793095,4014259,19751,13589,6162,0,11278852
2015-07-30,7924542,3849575,4074967,20300,14321,5979,0,11319874
2015-07-29,7984333,3870183,4114150,19972,14420,5552,0,11240795
2015-07-28,8062597,3913949,4148648,21325,14920,6405,0,11260307
2015-07-27,8073363,3915513,4157850,20472,14246,6227,0,11198520
2015-07-24,8044007,3903319,4140689,21649,14905,6744,0,11169812
2015-07-23,7984343,3867687,4116656,21311,14739,6572,0,11066874
2015-07-22,7937803,3843115,4094688,20712,14140,6573,0,11120494
2015-07-21,7913067,3822472,4090595,20366,14071,6296,0,11095648
2015-07-20,7862406,3797707,4064698,20808,14466,6341,0,11043218
2015-07-17,7784982,3769876,4015106,20027,14382,5645,0,11369365
2015-07-16,7750582,3775366,3975216,20265,14664,5602,0,11363936
2015-07-15,7690450,3741053,3949397,18469,13312,5157,0,11055875
2015-07-14,7644856,3720929,3923927,17430,12564,4866,0,11041415
2015-07-13,7643085,3721447,3921639,16932,11892,5040,0,11019513
2015-07-10,7608923,3702252,3906670,16626,11574,5052,0,11412157
2015-07-09,7642913,3707887,3935026,16952,12382,4570,0,11423666
2015-07-08,7711850,3734488,3977362,22006,15583,6424,0,11033994
2015-07-07,7706398,3726344,3980055,23921,16828,7093,0,11017040
2015-07-06,7653757,3709058,3944699,22898,15665,7234,0,10955407
2015-07-03,7600183,3684649,3915535,21957,14981,6976,0,11334726
2015-07-02,7543279,3660851,3882428,20073,13508,6565,0,11328689
2015-07-01,7538129,3663389,3874740,20657,14207,6450,0,10993259
2015-06-30,7607562,3695605,3911957,23104,15416,7688,0,11013048
2015-06-29,7583825,3681426,3902399,24334,16494,7841,0,10841882
2015-06-26,7533469,3658196,3875273,23503,15798,7705,0,10802671
2015-06-25,7493712,3635941,3857771,22599,15251,7348,0,10777112
2015-06-24,7469845,3639580,3830265,22122,15020,7101,0,10896628
2015-06-23,7433480,3637957,3795524,22738,15534,7204,0,10909942
2015-06-22,7381551,3616597,3764954,22802,15235,7567,0,10891434
2015-06-19,7351347,3611005,3740343,21229,14376,6854,0,11036957
2015-06-18,7346967,3604451,3742516,20101,13614,6487,0,10772451
2015-06-17,7398834,3624397,3774436,20055,13326,6729,0,10707565
2015-06-16,7508811,3664506,3844306,20647,13692,6956,0,10715972
2015-06-15,7548478,3681873,3866605,21860,14726,7134,0,10718808
2015-06-12,7567161,3683638,3883523,20270,13385,6884,0,10824342
2015-06-11,7562127,3666245,3895882,21128,14200,6927,0,10843728
2015-06-10,7531231,3649362,3881870,20698,13608,7090,0,10683172
2015-06-09,7535047,3658127,3876920,20050,13083,6967,0,10645844
2015-06-08,7541308,3665874,3875434,19529,12818,6711,0,10642398
2015-06-05,7550089,3659088,3891001,19173,13088,6085,0,10568720
2015-06-04,7610376,3692528,3917847,18858,12706,6152,0,10574003
2015-06-03,7637879,3698446,3939433,19271,12606,6664,0,10587696
2015-06-02,7638444,3694226,3944218,18686,12211,6475,0,10591814
2015-06-01,7655535,3692758,3962776,18340,12182,6158,0,10576801
2015-05-29,7671376,3698536,3972840,18418,12253,6164,0,10550023
2015-05-28,7680080,3678708,4001371,20320,13971,6348,0,10549494
2015-05-27,7682595,3664502,4018093,19765,13346,6419,0,10536899
2015-05-26,7677250,3671238,4006012,20014,13195,6819,0,10536308
2015-05-22,7646374,3644813,4001562,20727,13799,6928,0,10507490
2015-05-21,7618249,3630092,3988158,19907,13029,6877,0,10509639
2015-05-20,7573464,3599844,3973621,19963,13232,6731,0,10520613
2015-05-19,7567220,3609224,3957997,18143,11747,6396,0,10482777
2015-05-18,7512454,3578280,3934174,18211,12670,5541,0,10441869
2015-05-15,7446578,3552535,3894043,17901,12770,5131,0,10428612
2015-05-14,7422345,3536999,3885346,18053,12604,5449,0,10419126
2015-05-13,7399189,3525274,3873915,18607,13193,5414,0,10384294
2015-05-12,7377473,3516264,3861209,17406,12418,4988,0,10372793
2015-05-11,7346913,3498350,3848563,16122,11697,4425,0,10394651
2015-05-08,7283279,3459081,3824198,16608,12102,4506,0,10211161
2015-05-07,7430321,3535224,3895097,17881,12794,5087,0,10407934
2015-05-06,7435634,3507056,3928578,17484,12371,5112,0,10396820
2015-05-04,7470472,3542637,3927835,19447,13583,5864,0,10402955
2015-04-30,7465088,3524147,3940941,18974,13415,5559,0,10384529
2015-04-29,7478270,3526509,3951761,17564,12988,4575,0,10416310
2015-04-28,7455730,3509095,3946635,17661,13086,4575,0,10353063
2015-04-27,7443352,3509596,3933755,17837,13036,4800,0,10322304
2015-04-24,7426269,3481935,3944333,16724,12126,4598,0,10324454
2015-04-23,7540272,3590689,3949583,18216,12772,5443,0,10364974
2015-04-22,7403011,3492738,3910273,18697,13380,5317,0,10331315
2015-04-21,7312979,3429533,3883447,18075,12896,5179,0,10290706
2015-04-20,7254145,3409496,3844649,17471,12730,4741,0,10269375
2015-04-17,7189210,3383588,3805622,16790,12446,4344,0,10232212
2015-04-16,7114433,3332089,3782344,15453,11660,3793,0,10197403
2015-04-15,7075854,3292908,3782946,16946,12843,4103,0,10173985
2015-04-14,6972428,3237083,3735345,16756,12458,4298,0,10121085
2015-04-13,6912141,3228278,3683862,16814,12592,4222,0,10129364
2015-04-10,6826685,3184517,3642169,15989,12324,3665,0,10077534
2015-04-09,6778071,3157538,3620533,14491,10993,3498,0,10043526
2015-04-08,6740870,3147134,3593736,13933,10612,3321,0,10006184
2015-04-07,6686703,3124922,3561781,14220,10782,3439,0,9999505
2015-04-06,6660768,3114072,3546696,13569,9889,3680,0,10146387
2015-04-03,6618280,3078788,3539492,13028,9753,3275,0,10127823
2015-04-02,6567932,3039809,3528124,12503,9060,3443,0,10055659
2015-04-01,6532805,3024277,3508528,12106,8635,3471,0,10054150
2015-03-31,6483410,2990018,3493393,11556,8281,3275,0,10067982
2015-03-30,6470536,2994423,3476113,12610,8993,3617,0,10048638
2015-03-27,6442010,2979829,3462181,13396,9357,4038,0,10041367
2015-03-26,6389230,2963375,3425854,13193,9406,3787,0,10007118
2015-03-25,6361282,2954233,3407050,13142,9380,3762,0,9983794
2015-03-24,6356203,2966820,3389383,13276,9322,3954,0,9948746
2015-03-23,6315315,2955457,3359858,13531,9770,3761,0,9949445
2015-03-20,6288750,2940748,3348002,12361,8591,3770,0,9925304
2015-03-19,6246690,2917346,3329344,12030,8367,3663,0,9910570
2015-03-18,6223932,2927021,3296911,11027,7300,3728,0,10213114
2015-03-17,6194189,2913090,3281099,10892,7284,3608,0,10141462
2015-03-16,6172172,2919857,3252315,10683,7064,3619,0,9899669
2015-03-13,6141225,2897533,3243691,11437,7894,3543,0,9885653
2015-03-12,6107078,2870570,3236508,11126,7387,3739,0,9852553
2015-03-11,6109999,2879136,3230864,11545,7553,3992,0,9835002
2015-03-10,6064605,2855443,3209162,12971,8354,4617,0,9779917
2015-03-09,6047796,2847963,3199833,12238,8116,4122,0,9725143
2015-03-06,6019395,2828318,3191077,12054,7925,4129,0,9703677
2015-03-05,5963416,2793993,3169423,12086,8172,3915,0,9687573
2015-03-04,5915660,2774910,3140750,12522,8595,3928,0,9680764
2015-03-03,5866235,2735223,3131012,12126,8146,3979,0,9662059
2015-03-02,5819529,2710268,3109262,12021,8151,3871,0,9659621
2015-02-27,5811100,2722202,3088897,12167,7704,4463,0,9654375
2015-02-26,5786470,2724925,3061546,12235,7713,4522,0,9608667
2015-02-25,5760153,2718266,3041887,11569,7216,4353,0,9497278
2015-02-24,5738637,2729395,3009243,12014,7607,4407,0,9462643
2015-02-23,5751093,2735552,3015541,12343,7734,4610,0,9471211
2015-02-17,5743979,2735018,3008961,12847,8179,4668,0,9457042
2015-02-16,5763765,2762029,3001735,12548,7768,4779,0,9501043
2015-02-13,5760713,2758698,3002015,12640,8085,4555,0,9472924
2015-02-12,5754447,2763681,2990766,13110,8146,4964,0,9484098
2015-02-11,5763730,2759161,3004570,13532,8379,5153,0,9469694
2015-02-10,5758169,2761703,2996467,13153,7780,5373,0,9446256
2015-02-09,5718733,2727691,2991042,13632,8173,5459,0,9422920
2015-02-06,5659613,2694248,2965365,14212,9057,5156,0,9427775
2015-02-05,5639837,2708844,2930993,13126,8408,4718,0,9442594
2015-02-04,5612234,2703550,2908684,12768,8364,4404,0,9435941
2015-02-03,5595136,2698508,2896628,13197,8675,4522,0,9466096
2015-02-02,5565487,2671386,2894101,13543,8930,4612,0,9435331
2015-01-30,5499606,2644847,2854759,14265,9472,4794,0,9401714
2015-01-29,5462372,2626772,2835600,14322,9490,4831,0,9390588
2015-01-28,5453663,2634535,2819128,13746,8726,5020,0,9369219
2015-01-27,5410061,2615567,2794494,12945,8077,4868,0,9365147
2015-01-26,5419840,2632075,2787765,12889,8258,4631,0,9368756
2015-01-23,5426346,2640100,2786245,13611,8633,4978,0,9308002
2015-01-22,5401498,2631253,2770246,12081,7703,4378,0,9297941
2015-01-21,5371963,2631318,2740645,12093,7646,4446,0,9322355
2015-01-20,5359068,2635840,2723228,11938,7529,4409,0,9347807
2015-01-19,5327521,2612596,2714925,13346,9037,4309,0,9324394
2015-01-16,5307928,2608108,2699821,12961,8654,4307,0,9322890
2015-01-15,5279549,2582133,2697415,12792,8764,4028,0,9328687
2015-01-14,5238025,2559352,2678673,13852,9851,4001,0,9259844
2015-01-13,5214986,2563327,2651659,13568,9730,3838,0,9234064
2015-01-12,5194887,2585364,2609523,12844,9285,3559,0,9234059
2015-01-09,5169632,2580842,2588790,11120,7625,3495,0,9227436
2015-01-08,5138648,2563768,2574880,10244,6998,3245,0,9219920
2015-01-07,5096299,2540969,2555330,10661,7580,3081,0,9192825
2015-01-06,5076037,2544208,2531829,10151,7242,2908,0,9188862
2015-01-05,5059394,2534490,2524904,9801,7107,2694,0,9179871
2015-01-02,5059561,2533350,2526211,9719,7345,2373,0,9159984
2014-12-31,5077037,2540645,2536392,9380,7258,2123,0,9253610
2014-12-30,5079737,2542265,2537472,9380,7258,2123,0,8909589
2014-12-29,5084163,2553582,2530581,9453,7336,2118,0,9192886
2014-12-26,5097204,2560456,2536748,9873,7612,2260,0,9192338
2014-12-24,5123679,2574651,2549028,10447,7930,2517,0,9159223
2014-12-23,5126004,2585056,2540948,10046,7620,2426,0,9180583
2014-12-22,5139667,2597016,2542651,9343,7191,2152,0,9195587
2014-12-19,5171634,2616017,2555618,10471,8177,2295,0,9197006
2014-12-18,5202453,2643817,2558635,10330,7823,2508,0,9193765
2014-12-17,5201014,2624687,2576327,11139,8833,2306,0,9211257
2014-12-16,5208995,2619968,2589027,10487,8455,2032,0,9250085
2014-12-15,5231360,2639707,2591653,10260,7988,2272,0,9262175
2014-12-12,5215121,2616539,2598582,10537,8483,2054,0,11985228
2014-12-11,5221535,2617205,2604329,11125,9244,1880,0,11993100
2014-12-10,5205024,2604238,2600786,11217,9328,1889,0,9799261
2014-12-09,5177095,2594630,2582465,11860,10017,1843,0,9392421
2014-12-08,5164661,2598865,2565796,11596,9620,1976,0,9119314
2014-12-05,5172993,2621052,2551941,11166,9320,1846,0,9120253
2014-12-04,5164373,2630338,2534036,10687,8862,1825,0,9164029
2014-12-03,5165969,2636808,2529162,10700,8937,1763,0,9093261
2014-12-02,5190846,2634985,2555861,10556,8793,1762,0,9076259
2014-12-01,5197967,2643203,2554765,10681,8797,1884,0,9082121
2014-11-28,5174007,2617645,2556362,11122,9244,1878,0,9096298
2014-11-27,5147705,2596053,2551652,11710,9707,2003,0,9061352
2014-11-26,5177689,2611885,2565804,11342,9336,2006,0,9087751
2014-11-25,5181946,2627484,2554462,11685,9319,2365,0,9064500
2014-11-24,5171816,2624444,2547371,12124,9854,2270,0,9013588
2014-11-21,5135862,2592906,2542956,11900,9965,1935,0,9062071
2014-11-20,5121828,2582026,2539802,11097,9278,1819,0,9049731
2014-11-19,5156280,2602727,2553553,10607,8750,1857,0,8988651
2014-11-18,5164942,2595115,2569827,12098,9486,2611,0,9070808
2014-11-17,5138748,2564924,2573824,13529,10673,2856,0,9009225
2014-11-14,5128576,2550920,2577655,13281,10650,2631,16568,9007681
2014-11-13,5114680,2545777,2568902,13227,10562,2665,23870,8978846
2014-11-12,5122285,2554750,2567534,12681,10060,2621,0,8956959
2014-11-11,5117178,2560440,2556738,12688,9909,2780,0,8928951
2014-11-10,5123598,2572081,2551517,12477,9925,2552,0,8957741
2014-11-07,5151824,2594200,2557624,12253,9560,2693,0,10420807
2014-11-06,5188923,2614543,2574380,12151,9477,2674,14249,10506694
2014-11-05,5214541,2628224,2586317,12407,9674,2733,12965,9355976
2014-11-04,5238941,2638196,2600745,12040,9329,2711,0,9182611
2014-11-03,5238327,2636966,2601361,12121,9392,2729,0,9018538
2014-10-31,5215643,2622119,2593524,13539,10654,2885,0,8954659
2014-10-30,5225975,2646349,2579625,12578,9654,2924,0,8951169
2014-10-29,5189725,2619001,2570725,12353,9505,2848,3534,9002109
2014-10-28,5197130,2634073,2563057,12926,10096,2830,3687,8977135
2014-10-27,5177055,2623971,2553084,13171,9713,3458,0,8938297
2014-10-24,5160543,2610195,2550348,13091,9590,3501,0,8918161
2014-10-23,5169326,2618383,2550943,12472,9164,3308,0,8945879
2014-10-22,5163368,2614788,2548580,11811,8683,3128,0,8957684
2014-10-21,5191274,2636177,2555097,11057,7906,3151,0,8974625
2014-10-20,5175542,2621790,2553752,10946,7740,3205,0,8971796
2014-10-17,5192032,2636961,2555070,10470,7080,3390,0,8959670
2014-10-16,5202626,2641730,2560896,9962,6751,3211,0,8953702
2014-10-15,5216996,2644516,2572480,9742,6553,3189,0,8998086
2014-10-14,5280491,2675772,2604719,10012,6084,3928,0,9025277
2014-10-13,5297302,2682797,2614505,10914,6586,4328,0,8996854
2014-10-10,5308963,2684849,2624114,10688,6476,4212,0,8995168
2014-10-08,5325980,2699049,2626930,11683,7109,4574,0,9010477
2014-10-07,5306114,2691414,2614700,12142,7507,4635,0,9015192
2014-10-06,5331354,2698426,2632928,13043,8371,4672,0,9034621
2014-10-02,5350112,2702057,2648055,13868,9073,4795,0,9038767
2014-10-01,5378137,2716728,2661409,14435,9693,4742,0,9065844
2014-09-30,5413880,2744291,2669589,14218,9193,5025,0,9067150
2014-09-29,5413723,2756027,2657695,14612,9328,5284,0,9070018
2014-09-26,5404712,2764184,2640528,14936,9714,5223,0,9171961
2014-09-25,5400587,2770102,2630485,14116,8971,5145,0,9217530
2014-09-24,5390459,2768559,2621900,13342,8154,5188,0,9016166
2014-09-23,5366289,2759774,2606515,13751,9085,4666,0,8970028
2014-09-22,5336834,2743235,2593600,13719,8914,4805,0,8929405
2014-09-19,5278924,2698003,2580921,13131,8059,5072,0,8890804
2014-09-18,5279934,2713485,2566449,12697,7725,4971,0,8876658
2014-09-17,5281705,2724592,2557113,12390,7863,4527,0,8851600
2014-09-16,5301275,2739194,2562082,12495,7908,4587,0,8855114
2014-09-15,5298983,2746291,2552692,12684,8000,4684,0,8866029
2014-09-12,5229801,2701931,2527870,12554,8095,4460,0,8817340
2014-09-11,5240379,2704792,2535587,12274,7900,4373,0,8830539
2014-09-05,5254577,2706776,2547801,12849,8189,4660,0,8851721
2014-09-04,5231199,2691704,2539494,12985,7908,5077,0,8865314
2014-09-03,5235212,2689855,2545357,13362,8440,4922,0,8856740
