date,loan.total,loan.kospi,loan.kosdaq,lend.total,lend.kospi,lend.kosdaq,lottery,equity.backed.loan
2005-07-06,244574,165600,78974,1020,1020,0,0,0
2005-07-05,240862,163489,77373,972,972,0,0,0
2005-07-04,237291,160898,76393,870,870,0,0,0
2005-07-01,233248,158512,74736,801,801,0,0,0
2005-06-30,230664,157130,73534,795,795,0,0,0
2005-06-29,229511,156537,72974,811,811,0,0,0
2005-06-28,227817,156408,71409,910,910,0,0,0
2005-06-27,227341,156303,71038,1097,1097,0,0,0
2005-06-24,224912,153993,70919,944,944,0,0,0
2005-06-23,221907,151571,70336,955,955,0,0,0
2005-06-22,222312,151763,70549,942,942,0,0,0
2005-06-21,222679,151269,71410,1019,1019,0,0,0
2005-06-20,219865,149343,70522,1029,1029,0,0,0
2005-06-17,215750,146370,69380,1072,1072,0,0,0
2005-06-16,217735,148656,69079,922,922,0,0,0
2005-06-15,216960,147438,69522,984,984,0,0,0
2005-06-14,218533,149125,69408,1011,1011,0,0,0
2005-06-13,215280,147398,67882,1078,1078,0,0,0
2005-06-10,214408,146461,67947,1039,1039,0,0,0
2005-06-09,216268,148516,67752,1124,1124,0,0,0
2005-06-08,220086,152235,67851,1095,1095,0,0,0
2005-06-07,220216,153105,67111,1124,1124,0,0,0
2005-06-03,224415,157215,67200,1287,1287,0,0,0
2005-06-02,224386,157757,66629,1326,1326,0,0,0
2005-06-01,226083,159756,66327,1241,1241,0,0,0
2005-05-31,227127,160780,66347,1210,1210,0,0,0
2005-05-30,227892,161033,66859,1019,1019,0,0,0
2005-05-27,229096,161842,67254,1302,1302,0,0,0
2005-05-26,230165,162475,67690,1386,1386,0,0,0
2005-05-25,229287,162154,67133,1459,1459,0,0,0
2005-05-24,230532,162202,68330,1401,1401,0,0,0
2005-05-23,232531,163136,69395,1288,1288,0,0,0
2005-05-20,234139,164844,69295,1145,1145,0,0,0
2005-05-19,233280,164724,68556,1021,1021,0,0,0
2005-05-18,236249,166803,69446,967,967,0,0,0
2005-05-17,239578,169603,69975,916,916,0,0,0
2005-05-16,240815,169887,70928,832,832,0,0,0
2005-05-13,241167,170094,71073,763,763,0,0,0
2005-05-12,242945,171166,71779,916,916,0,0,0
2005-05-11,245440,172729,72711,789,789,0,0,0
2005-05-10,248834,175527,73307,733,733,0,0,0
2005-05-09,249338,176136,73202,603,603,0,0,0
2005-05-06,247711,175111,72600,591,591,0,0,0
2005-05-04,249411,175851,73560,620,620,0,0,0
2005-05-03,251895,177571,74324,640,640,0,0,0
2005-05-02,255188,179943,75245,586,586,0,0,0
2005-04-29,260579,183869,76710,661,661,0,0,0
2005-04-28,262690,185483,77207,725,725,0,0,0
2005-04-27,265576,186956,78620,775,775,0,0,0
2005-04-26,266895,187616,79279,748,748,0,0,0
2005-04-25,264919,186211,78708,784,784,0,0,0
2005-04-22,269598,189812,79786,719,719,0,0,0
2005-04-21,269760,189812,79948,712,712,0,0,0
2005-04-20,274997,190644,84353,754,754,0,0,0
2005-04-19,272981,192841,80140,673,673,0,0,0
2005-04-18,272958,193510,79448,643,643,0,0,0
2005-04-15,270800,191002,79798,824,824,0,0,0
2005-04-14,269759,189810,79949,821,821,0,0,0
2005-04-13,267994,188911,79083,848,848,0,0,0
2005-04-12,269239,190194,79045,776,776,0,0,0
2005-04-11,268130,189151,78979,767,767,0,0,0
2005-04-08,274375,193036,81339,683,683,0,0,0
2005-04-07,274492,193028,81464,677,677,0,0,0
2005-04-06,270814,190680,80134,703,703,0,0,0
2005-04-04,271039,191612,79427,719,719,0,0,0
2005-04-01,270800,191410,79390,724,724,0,0,0
2005-03-31,271202,191852,79350,792,792,0,0,0
2005-03-30,271059,192022,79037,885,885,0,0,0
2005-03-29,269876,191066,78810,884,884,0,0,0
2005-03-28,267521,189428,78093,953,953,0,0,0
2005-03-25,267786,189195,78591,1023,1023,0,0,0
2005-03-24,266368,187147,79221,892,892,0,0,0
2005-03-23,262460,183679,78781,944,944,0,0,0
2005-03-22,261810,183333,78477,995,995,0,0,0
2005-03-21,263894,185685,78209,1064,1064,0,0,0
2005-03-18,261623,184432,77191,1239,1239,0,0,0
2005-03-17,264202,187590,76612,1246,1246,0,0,0
2005-03-16,267068,190347,76721,1319,1319,0,0,0
2005-03-15,266771,190561,76210,1169,1169,0,0,0
2005-03-14,262459,187628,74831,1157,1157,0,0,0
2005-03-11,256165,181949,74216,1478,1478,0,0,0
2005-03-10,249848,176233,73615,1890,1890,0,0,0
2005-03-09,248076,174208,73868,1773,1773,0,0,0
2005-03-08,245525,172054,73471,1776,1776,0,0,0
2005-03-07,240246,168877,71369,1881,1881,0,0,0
2005-03-04,234374,163569,70805,1971,1971,0,0,0
2005-03-03,231651,162010,69641,1938,1938,0,0,0
2005-03-02,231318,161466,69852,1890,1890,0,0,0
2005-02-28,230655,160297,70358,1684,1684,0,0,0
2005-02-25,222206,153480,68726,1165,1165,0,0,0
2005-02-24,219466,152191,67275,1303,1303,0,0,0
2005-02-23,220789,152518,68271,1321,1321,0,0,0
2005-02-22,216919,150259,66660,1373,1373,0,0,0
2005-02-21,211945,146575,65370,1307,1307,0,0,0
2005-02-18,207905,144041,63864,1384,1384,0,0,0
2005-02-17,205811,143639,62172,1492,1492,0,0,0
2005-02-16,205593,143322,62271,1386,1386,0,0,0
2005-02-15,207647,147141,60506,1292,1292,0,0,0
2005-02-14,208076,146958,61118,1234,1234,0,0,0
2005-02-11,202947,143515,59432,1284,1284,0,0,0
2005-02-07,199747,141751,57996,1294,1294,0,0,0
2005-02-04,197768,140914,56854,1224,1224,0,0,0
2005-02-03,197412,140787,56625,1495,1495,0,0,0
2005-02-02,197587,141305,56282,1241,1241,0,0,0
2005-02-01,198934,140425,58509,1202,1202,0,0,0
2005-01-31,190945,137767,53178,1402,1402,0,0,0
2005-01-28,190640,138471,52169,1212,1212,0,0,0
2005-01-27,189635,137484,52151,1085,1085,0,0,0
2005-01-26,188826,137034,51792,1238,1238,0,0,0
2005-01-25,187026,137067,49959,1224,1224,0,0,0
2005-01-24,182789,135035,47754,1426,1426,0,0,0
2005-01-21,181949,134538,47411,1536,1536,0,0,0
2005-01-20,178503,132959,45544,1525,1525,0,0,0
2005-01-19,177569,132336,45233,1436,1436,0,0,0
2005-01-18,179392,134637,44755,1322,1322,0,0,0
2005-01-17,176646,133009,43637,1021,1021,0,0,0
2005-01-14,173938,131534,42404,989,989,0,0,0
2005-01-13,174383,132029,42354,974,974,0,0,0
2005-01-12,173682,132272,41410,1037,1037,0,0,0
2005-01-11,170934,131708,39226,1146,1146,0,0,0
2005-01-10,171932,132601,39331,1102,1102,0,0,0
2005-01-07,172838,132040,40798,1152,1152,0,0,0
2005-01-06,171473,131550,39923,1138,1138,0,0,0
2005-01-05,173271,133608,39663,1115,1115,0,0,0
2005-01-04,172590,133216,39374,1121,1121,0,0,0
2005-01-03,172446,133302,39144,1026,1026,0,0,0
2004-12-31,173328,135016,38312,1240,1240,0,0,0
2004-12-30,173387,135071,38316,1240,1240,0,0,0
2004-12-29,173065,135131,37934,1027,1027,0,0,0
2004-12-28,169804,132703,37101,1106,1106,0,0,0
2004-12-27,166882,130200,36682,1318,1318,0,0,0
2004-12-24,166381,129758,36623,1393,1393,0,0,0
2004-12-23,166683,130399,36284,1393,1393,0,0,0
2004-12-22,166328,129784,36544,1345,1345,0,0,0
2004-12-21,166230,129675,36555,1505,1505,0,0,0
2004-12-20,166899,130079,36820,1455,1455,0,0,0
2004-12-17,167284,131217,36067,1287,1287,0,0,0
2004-12-16,166086,130339,35747,1167,1167,0,0,0
2004-12-15,166205,131022,35183,931,931,0,0,0
2004-12-14,168246,132936,35310,983,983,0,0,0
2004-12-13,169878,134684,35194,1132,1132,0,0,0
2004-12-10,165942,131170,34772,1207,1207,0,0,0
2004-12-09,164415,130113,34302,1193,1193,0,0,0
2004-12-08,164168,130881,33287,1124,1124,0,0,0
2004-12-07,163890,130319,33571,1238,1238,0,0,0
2004-12-06,163876,130465,33411,1161,1161,0,0,0
2004-12-03,166972,133287,33685,1208,1208,0,0,0
2004-12-02,164046,130492,33554,1003,1003,0,0,0
2004-12-01,160763,126531,34232,928,928,0,0,0
2004-11-30,160790,126440,34350,845,845,0,0,0
2004-11-29,162545,128335,34210,687,687,0,0,0
2004-11-26,162908,128930,33978,535,535,0,0,0
2004-11-25,161650,128638,33012,555,555,0,0,0
2004-11-24,158803,125632,33171,560,560,0,0,0
2004-11-23,157248,124093,33155,686,686,0,0,0
2004-11-22,152878,120234,32644,673,673,0,0,0
2004-11-19,152910,120266,32644,673,673,0,0,0
2004-11-18,152231,121361,30870,486,486,0,0,0
2004-11-17,153040,120692,32348,559,559,0,0,0
2004-11-16,152335,120062,32273,533,533,0,0,0
2004-11-15,153445,121764,31681,519,519,0,0,0
2004-11-12,152081,120695,31386,444,444,0,0,0
2004-11-11,151444,120375,31069,414,414,0,0,0
2004-11-10,149487,118248,31239,419,419,0,0,0
2004-11-09,150628,119296,31332,389,389,0,0,0
2004-11-08,151304,120027,31277,410,410,0,0,0
2004-11-05,152277,121407,30870,486,486,0,0,0
2004-11-04,150106,119505,30601,440,440,0,0,0
2004-11-03,151280,120223,31057,480,480,0,0,0
2004-11-02,151695,120533,31162,403,403,0,0,0
2004-11-01,151205,120208,30997,361,361,0,0,0
2004-10-29,151437,120637,30800,352,352,0,0,0
2004-10-28,152336,121421,30915,420,420,0,0,0
2004-10-27,149108,118348,30760,389,389,0,0,0
2004-10-26,147560,117260,30300,342,342,0,0,0
2004-10-25,146629,116391,30238,321,321,0,0,0
2004-10-22,147937,117531,30406,329,329,0,0,0
2004-10-21,149260,118850,30410,346,346,0,0,0
2004-10-20,149169,118599,30570,311,311,0,0,0
2004-10-19,147898,117378,30520,319,319,0,0,0
2004-10-18,144159,114079,30080,304,304,0,0,0
2004-10-15,140715,110995,29720,325,325,0,0,0
2004-10-14,136305,106717,29588,351,351,0,0,0
2004-10-13,133201,103650,29551,594,594,0,0,0
2004-10-12,129533,100142,29391,584,584,0,0,0
2004-10-11,126729,97255,29474,598,598,0,0,0
2004-10-08,126901,97082,29819,622,622,0,0,0
2004-10-07,127709,97931,29778,611,611,0,0,0
2004-10-06,129111,98997,30114,363,363,0,0,0
2004-10-05,130470,100871,29599,352,352,0,0,0
2004-10-04,129767,100218,29549,347,347,0,0,0
2004-10-01,130469,100614,29855,343,343,0,0,0
2004-09-30,127650,98153,29497,402,402,0,0,0
2004-09-24,126453,96609,29844,421,421,0,0,0
2004-09-23,126588,96343,30245,436,436,0,0,0
2004-09-22,124589,94482,30107,487,487,0,0,0
2004-09-21,124148,93503,30645,474,474,0,0,0
2004-09-20,123085,92549,30536,465,465,0,0,0
2004-09-17,121377,90933,30444,449,449,0,0,0
2004-09-16,119289,89213,30076,577,577,0,0,0
2004-09-15,119683,89435,30248,443,443,0,0,0
2004-09-14,121112,90995,30117,387,387,0,0,0
2004-09-13,119580,90477,29103,646,646,0,0,0
2004-09-10,118637,89510,29127,533,533,0,0,0
2004-09-09,117194,88777,28417,550,550,0,0,0
2004-09-08,115258,86917,28341,422,422,0,0,0
2004-09-07,115287,86960,28327,526,526,0,0,0
2004-09-06,114676,86272,28404,386,386,0,0,0
2004-09-03,113834,85621,28213,354,354,0,0,0
2004-09-02,110702,83138,27564,374,374,0,0,0
2004-09-01,110367,82854,27513,421,421,0,0,0
2004-08-31,111824,84293,27531,377,377,0,0,0
2004-08-30,110875,83532,27343,410,410,0,0,0
2004-08-27,113383,85497,27886,425,425,0,0,0
2004-08-26,111871,84074,27797,508,508,0,0,0
2004-08-25,110773,83219,27554,562,562,0,0,0
2004-08-24,110918,83265,27653,524,524,0,0,0
2004-08-23,111786,84362,27424,499,499,0,0,0
2004-08-20,112982,85576,27406,471,471,0,0,0
2004-08-19,111904,84695,27209,552,552,0,0,0
2004-08-18,110442,83420,27022,578,578,0,0,0
2004-08-17,110885,83760,27125,622,622,0,0,0
2004-08-16,110861,83865,26996,622,622,0,0,0
2004-08-13,112432,85236,27196,600,600,0,0,0
2004-08-12,113777,86286,27491,589,589,0,0,0
2004-08-11,113765,86360,27405,534,534,0,0,0
2004-08-10,115282,87750,27532,442,442,0,0,0
2004-08-09,116741,88766,27975,358,358,0,0,0
2004-08-06,116761,88882,27879,593,593,0,0,0
2004-08-05,118122,89964,28158,623,623,0,0,0
2004-08-04,120833,92395,28438,546,546,0,0,0
2004-08-03,123122,93765,29357,517,517,0,0,0
2004-08-02,125304,95511,29793,527,527,0,0,0
2004-07-30,129898,99162,30736,634,634,0,0,0
2004-07-29,133280,101378,31902,751,751,0,0,0
2004-07-28,135746,103458,32288,815,815,0,0,0
2004-07-27,139859,106501,33358,768,768,0,0,0
2004-07-26,141721,108095,33626,747,747,0,0,0
2004-07-23,145518,111226,34292,715,715,0,0,0
2004-07-22,148615,113764,34851,604,604,0,0,0
2004-07-21,150059,114965,35094,474,474,0,0,0
2004-07-20,153021,117753,35268,339,339,0,0,0
2004-07-19,152835,117341,35494,311,311,0,0,0
2004-07-16,156525,120459,36066,382,382,0,0,0
2004-07-15,157496,121131,36365,385,385,0,0,0
2004-07-14,159577,122973,36604,387,387,0,0,0
2004-07-13,163257,125626,37631,297,297,0,0,0
2004-07-12,164590,126473,38117,386,386,0,0,0
2004-07-09,164829,126598,38231,499,499,0,0,0
2004-07-08,166351,128116,38235,460,460,0,0,0
2004-07-07,167270,129399,37871,351,351,0,0,0
2004-07-06,167900,130165,37735,320,320,0,0,0
2004-07-05,169021,131155,37866,380,380,0,0,0
2004-07-02,169621,131568,38053,375,375,0,0,0
2004-07-01,168637,131276,37361,349,349,0,0,0
2004-06-30,169240,131658,37582,345,345,0,0,0
2004-06-29,169403,131461,37942,344,344,0,0,0
2004-06-28,170115,132007,38108,377,377,0,0,0
2004-06-25,170734,132712,38022,377,377,0,0,0
2004-06-24,172130,133342,38788,364,364,0,0,0
2004-06-23,173805,134494,39311,321,321,0,0,0
2004-06-22,178251,138089,40162,238,238,0,0,0
2004-06-21,179032,138312,40720,253,253,0,0,0
2004-06-18,180284,139538,40746,201,201,0,0,0
2004-06-17,181898,141526,40372,141,141,0,0,0
2004-06-16,184374,143421,40953,122,122,0,0,0
2004-06-15,191683,149377,42306,97,97,0,0,0
2004-06-14,190869,148113,42756,12,12,0,0,0
2004-06-11,189810,146631,43179,25,25,0,0,0
2004-06-10,191081,147925,43156,88,88,0,0,0
2004-06-09,193808,150231,43577,60,60,0,0,0
2004-06-08,194140,150525,43615,65,65,0,0,0
2004-06-07,194987,151002,43985,43,43,0,0,0
2004-06-04,199470,154780,44690,125,125,0,0,0
2004-06-03,198888,154444,44444,206,206,0,0,0
2004-06-02,199668,155765,43903,179,179,0,0,0
2004-06-01,197971,153871,44100,111,111,0,0,0
2004-05-31,199465,155005,44460,79,79,0,0,0
2004-05-28,201096,156641,44455,139,139,0,0,0
2004-05-27,205203,159205,45998,128,128,0,0,0
2004-05-25,205333,159517,45816,64,64,0,0,0
2004-05-24,204805,159274,45531,45,45,0,0,0
2004-05-21,208748,163112,45636,14,14,0,0,0
2004-05-20,207232,162458,44774,18,18,0,0,0
2004-05-19,208135,163320,44815,27,27,0,0,0
2004-05-18,216361,169670,46691,32,32,0,0,0
2004-05-17,219277,171909,47368,32,32,0,0,0
2004-05-14,218689,171003,47686,32,32,0,0,0
2004-05-13,219537,171448,48089,33,33,0,0,0
2004-05-12,219725,171258,48467,0,0,0,0,0
2004-05-11,221392,171502,49890,9,9,0,0,0
2004-05-10,223939,174293,49646,20,20,0,0,0
2004-05-07,228090,177214,50876,62,62,0,0,0
2004-05-06,226137,174937,51200,101,101,0,0,0
2004-05-04,225567,174633,50934,57,57,0,0,0
2004-05-03,221621,171008,50613,80,80,0,0,0
2004-04-30,220896,171324,49572,147,147,0,0,0
2004-04-29,220170,171080,49090,158,158,0,0,0
2004-04-28,220761,170297,50464,177,177,0,0,0
2004-04-27,223130,172896,50234,123,123,0,0,0
2004-04-26,224765,174408,50357,205,205,0,0,0
2004-04-23,224924,174626,50298,151,151,0,0,0
2004-04-22,224465,174559,49906,146,146,0,0,0
2004-04-21,223052,173439,49613,146,146,0,0,0
2004-04-20,222040,171930,50110,193,193,0,0,0
2004-04-19,217234,167698,49536,206,206,0,0,0
2004-04-16,217466,167997,49469,174,174,0,0,0
2004-04-14,220415,170573,49842,179,179,0,0,0
2004-04-13,222083,172758,49325,160,160,0,0,0
2004-04-12,220868,171687,49181,191,191,0,0,0
2004-04-09,218428,169458,48970,198,198,0,0,0
2004-04-08,222350,173160,49190,168,168,0,0,0
2004-04-07,228833,179650,49183,148,148,0,0,0
2004-04-06,231269,181892,49377,126,126,0,0,0
2004-04-02,231599,181992,49607,127,127,0,0,0
2004-04-01,231190,181943,49247,109,109,0,0,0
2004-03-31,231397,182469,48928,107,107,0,0,0
2004-03-30,231189,182200,48989,51,51,0,0,0
2004-03-29,231979,183200,48779,51,51,0,0,0
2004-03-26,234613,185183,49430,77,77,0,0,0
2004-03-25,232903,183829,49074,72,72,0,0,0
2004-03-24,230651,181648,49003,87,87,0,0,0
2004-03-23,231150,181878,49272,51,51,0,0,0
2004-03-22,230754,181822,48932,46,46,0,0,0
2004-03-19,229809,180859,48950,47,47,0,0,0
2004-03-18,228028,178828,49200,7,7,0,0,0
2004-03-17,228853,179607,49246,6,6,0,0,0
2004-03-16,231442,181937,49505,6,6,0,0,0
2004-03-15,233181,183049,50132,7,7,0,0,0
2004-03-12,230301,179824,50477,12,12,0,0,0
2004-03-11,227139,176708,50431,37,37,0,0,0
2004-03-10,227362,176939,50423,115,115,0,0,0
2004-03-09,227469,176462,51007,113,113,0,0,0
2004-03-08,227880,176376,51504,59,59,0,0,0
2004-03-05,228309,176346,51963,13,13,0,0,0
2004-03-04,227537,175793,51744,50,50,0,0,0
2004-03-03,227768,176458,51310,17,17,0,0,0
2004-03-02,226801,175894,50907,21,21,0,0,0
2004-02-27,227810,176729,51081,115,115,0,0,0
2004-02-26,227714,176944,50770,107,107,0,0,0
2004-02-25,229150,178427,50723,112,112,0,0,0
2004-02-24,227616,176992,50624,0,0,0,0,0
2004-02-23,225947,175480,50467,0,0,0,0,0
2004-02-20,226260,175570,50690,0,0,0,0,0
2004-02-19,226308,175875,50433,0,0,0,0,0
2004-02-18,225618,175047,50571,0,0,0,0,0
2004-02-17,226470,175783,50687,0,0,0,0,0
2004-02-16,225859,175609,50250,0,0,0,0,0
2004-02-13,228062,177711,50351,0,0,0,0,0
2004-02-12,227576,177352,50224,0,0,0,0,0
2004-02-11,229981,179083,50898,0,0,0,0,0
2004-02-10,230931,180284,50647,0,0,0,0,0
2004-02-09,228886,178084,50802,0,0,0,0,0
2004-02-06,229303,177764,51539,0,0,0,0,0
2004-02-05,230923,179159,51764,0,0,0,0,0
2004-02-04,234119,182158,51961,0,0,0,0,0
2004-02-03,234174,181479,52695,0,0,0,0,0
2004-02-02,232514,180078,52436,0,0,0,0,0
2004-01-30,232586,180237,52349,0,0,0,0,0
2004-01-29,232916,180314,52602,0,0,0,0,0
2004-01-28,231550,178790,52760,0,0,0,0,0
2004-01-27,232624,179073,53551,0,0,0,0,0
2004-01-26,231369,177587,53782,0,0,0,0,0
2004-01-20,230968,176486,54482,0,0,0,0,0
2004-01-19,230613,176003,54610,0,0,0,0,0
2004-01-16,232308,177586,54722,0,0,0,0,0
2004-01-15,231885,176491,55394,0,0,0,0,0
2004-01-14,229844,173768,56076,0,0,0,0,0
2004-01-13,229216,172476,56740,0,0,0,0,0
2004-01-12,232280,175308,56972,0,0,0,0,0
2004-01-09,233458,176454,57004,0,0,0,0,0
2004-01-08,234017,176627,57390,0,0,0,0,0
2004-01-07,235131,177673,57458,0,0,0,0,0
2004-01-06,235946,178927,57019,0,0,0,0,0
2004-01-05,237906,180629,57277,0,0,0,0,0
2004-01-02,235008,177959,57049,0,0,0,0,0
2003-12-31,233948,177674,56274,0,0,0,0,0
2003-12-30,233991,177706,56285,0,0,0,0,0
2003-12-29,232723,177165,55558,0,0,0,0,0
2003-12-26,233527,178068,55459,0,0,0,0,0
2003-12-24,234678,179055,55623,0,0,0,0,0
2003-12-23,236199,179565,56634,0,0,0,0,0
2003-12-22,234843,178269,56574,0,0,0,0,0
2003-12-19,234289,177886,56403,0,0,0,0,0
2003-12-18,234718,177624,57094,0,0,0,0,0
2003-12-17,234319,176958,57361,0,0,0,0,0
2003-12-16,235811,178644,57167,0,0,0,0,0
2003-12-15,236977,179554,57423,0,0,0,0,0
2003-12-12,234659,177723,56936,0,0,0,0,0
2003-12-11,226540,170255,56285,0,0,0,0,0
2003-12-10,223085,167606,55479,0,0,0,0,0
2003-12-09,223465,167765,55700,0,0,0,0,0
2003-12-08,224164,168501,55663,0,0,0,0,0
2003-12-05,223383,168172,55211,0,0,0,0,0
2003-12-04,226643,171421,55222,0,0,0,0,0
2003-12-03,229898,173843,56055,0,0,0,0,0
2003-12-02,230677,174918,55759,0,0,0,0,0
2003-12-01,230124,174477,55647,0,0,0,0,0
2003-11-28,231432,175946,55486,0,0,0,0,0
2003-11-27,230576,175218,55358,0,0,0,0,0
2003-11-26,228540,173446,55094,0,0,0,0,0
2003-11-25,232895,177094,55801,0,0,0,0,0
2003-11-24,231558,176253,55305,0,0,0,0,0
2003-11-21,232577,176938,55639,0,0,0,0,0
2003-11-20,234802,178820,55982,0,0,0,0,0
2003-11-19,234395,177938,56457,0,0,0,0,0
2003-11-18,235019,178316,56703,0,0,0,0,0
2003-11-17,233807,177038,56769,0,0,0,0,0
2003-11-14,231716,175453,56263,0,0,0,0,0
2003-11-13,229072,173195,55877,0,0,0,0,0
2003-11-12,226149,170654,55495,0,0,0,0,0
2003-11-11,223347,168082,55265,0,0,0,0,0
2003-11-10,223365,168206,55159,0,0,0,0,0
2003-11-07,226442,170910,55532,0,0,0,0,0
2003-11-06,227156,170488,56668,0,0,0,0,0
2003-11-05,229307,171827,57480,0,0,0,0,0
2003-11-04,227997,170135,57862,0,0,0,0,0
2003-11-03,226966,168942,58024,0,0,0,0,0
2003-10-31,226953,168776,58177,0,0,0,0,0
2003-10-30,233489,174049,59440,0,0,0,0,0
2003-10-29,231558,171806,59752,0,0,0,0,0
2003-10-28,228221,168653,59568,0,0,0,0,0
2003-10-27,227783,167760,60023,0,0,0,0,0
2003-10-24,227292,167386,59906,0,0,0,0,0
2003-10-23,226138,167136,59002,0,0,0,0,0
2003-10-22,226294,166776,59518,0,0,0,0,0
2003-10-21,227648,167463,60185,0,0,0,0,0
2003-10-20,228868,168571,60297,0,0,0,0,0
2003-10-17,227381,166930,60451,0,0,0,0,0
2003-10-16,228043,167178,60865,0,0,0,0,0
2003-10-15,227835,166628,61207,0,0,0,0,0
2003-10-14,230635,168769,61866,0,0,0,0,0
2003-10-13,233150,171555,61595,0,0,0,0,0
2003-10-10,235164,173488,61676,0,0,0,0,0
2003-10-09,237205,175286,61919,0,0,0,0,0
2003-10-08,238456,176257,62199,0,0,0,0,0
2003-10-07,239856,177150,62706,0,0,0,0,0
2003-10-06,242475,178614,63861,0,0,0,0,0
2003-10-02,245450,180626,64824,0,0,0,0,0
2003-10-01,245853,180737,65116,0,0,0,0,0
2003-09-30,247120,181453,65667,0,0,0,0,0
2003-09-29,246997,181077,65920,0,0,0,0,0
2003-09-26,246347,180314,66033,0,0,0,0,0
2003-09-25,243735,178132,65603,0,0,0,0,0
2003-09-24,240885,175224,65661,0,0,0,0,0
2003-09-23,246050,179215,66835,0,0,0,0,0
2003-09-22,249706,182069,67637,0,0,0,0,0
2003-09-19,252627,184746,67881,0,0,0,0,0
2003-09-18,251459,184065,67394,0,0,0,0,0
2003-09-17,251821,184758,67063,0,0,0,0,0
2003-09-16,254247,186988,67259,0,0,0,0,0
2003-09-15,248388,180929,67459,0,0,0,0,0
2003-09-09,246543,179189,67354,0,0,0,0,0
2003-09-08,245315,178416,66899,0,0,0,0,0
2003-09-05,247736,180618,67118,0,0,0,0,0
2003-09-04,250700,183228,67472,0,0,0,0,0
2003-09-03,250468,182396,68072,0,0,0,0,0
2003-09-02,245943,178822,67121,0,0,0,0,0
2003-09-01,244435,177304,67131,0,0,0,0,0
2003-08-29,247084,179751,67333,0,0,0,0,0
2003-08-28,246600,179886,66714,0,0,0,0,0
2003-08-27,242520,176731,65789,0,0,0,0,0
2003-08-26,240012,175056,64956,0,0,0,0,0
2003-08-25,236399,172961,63438,0,0,0,0,0
2003-08-22,235896,172380,63516,0,0,0,0,0
2003-08-21,237027,173880,63147,0,0,0,0,0
2003-08-20,237654,174970,62684,0,0,0,0,0
2003-08-19,234756,172637,62119,0,0,0,0,0
2003-08-18,234755,172637,62118,0,0,0,0,0
2003-08-14,235076,172826,62250,0,0,0,0,0
2003-08-13,234484,172617,61867,0,0,0,0,0
2003-08-12,235842,174047,61795,0,0,0,0,0
2003-08-11,236134,174768,61366,0,0,0,0,0
2003-08-08,235558,174244,61314,0,0,0,0,0
2003-08-07,236064,175301,60763,0,0,0,0,0
2003-08-06,236526,175961,60565,0,0,0,0,0
2003-08-05,237604,177282,60322,0,0,0,0,0
2003-08-04,234639,174770,59869,0,0,0,0,0
2003-08-01,233765,174475,59290,0,0,0,0,0
2003-07-31,233288,174280,59008,0,0,0,0,0
2003-07-30,232975,173718,59257,0,0,0,0,0
2003-07-29,230884,172019,58865,0,0,0,0,0
2003-07-28,230278,171405,58873,0,0,0,0,0
2003-07-25,228421,169868,58553,0,0,0,0,0
2003-07-24,227065,169070,57995,0,0,0,0,0
2003-07-23,231518,173151,58367,0,0,0,0,0
2003-07-22,231812,170403,61409,0,0,0,0,0
2003-07-21,230313,172534,57779,0,0,0,0,0
2003-07-18,232445,173893,58552,0,0,0,0,0
2003-07-16,232667,173654,59013,0,0,0,0,0
2003-07-15,229598,171669,57929,0,0,0,0,0
2003-07-14,227274,170605,56669,0,0,0,0,0
2003-07-11,220969,164782,56187,0,0,0,0,0
2003-07-10,219305,164035,55270,0,0,0,0,0
2003-07-09,221008,165293,55715,0,0,0,0,0
2003-07-08,215686,161579,54107,0,0,0,0,0
2003-07-07,214237,160609,53628,0,0,0,0,0
2003-07-04,219797,165232,54565,0,0,0,0,0
2003-07-03,220123,165250,54873,0,0,0,0,0
2003-07-02,217536,163557,53979,0,0,0,0,0
2003-07-01,217318,163482,53836,0,0,0,0,0
2003-06-30,217770,164394,53376,0,0,0,0,0
2003-06-27,215150,162488,52662,0,0,0,0,0
2003-06-26,212364,160459,51905,0,0,0,0,0
2003-06-25,209750,158671,51079,0,0,0,0,0
2003-06-24,210469,159498,50971,0,0,0,0,0
2003-06-23,204186,154043,50143,0,0,0,0,0
2003-06-20,197980,149463,48517,0,0,0,0,0
2003-06-19,197678,149553,48125,0,0,0,0,0
2003-06-18,195606,148133,47473,0,0,0,0,0
2003-06-17,193115,146852,46263,0,0,0,0,0
2003-06-16,190326,144647,45679,0,0,0,0,0
2003-06-13,185692,141282,44410,0,0,0,0,0
2003-06-12,185846,141788,44058,0,0,0,0,0
2003-06-11,180852,137995,42857,0,0,0,0,0
2003-06-10,180260,137504,42756,0,0,0,0,0
2003-06-09,179869,137165,42704,0,0,0,0,0
2003-06-05,177454,135891,41563,0,0,0,0,0
2003-06-04,178611,136590,42021,0,0,0,0,0
2003-06-03,176888,136216,40672,0,0,0,0,0
2003-06-02,174175,135041,39134,0,0,0,0,0
2003-05-30,178091,138485,39606,0,0,0,0,0
2003-05-29,184062,142491,41571,0,0,0,0,0
2003-05-28,183436,141991,41445,0,0,0,0,0
2003-05-27,183681,142590,41091,0,0,0,0,0
2003-05-26,184080,143290,40790,0,0,0,0,0
2003-05-23,185796,144548,41248,0,0,0,0,0
2003-05-22,184769,144301,40468,0,0,0,0,0
2003-05-21,181582,142106,39476,0,0,0,0,0
